method,metric,mean,std,ci95_low,ci95_high,n_folds
random_allocation,patient_accuracy,0.3474560592044404,0.06729276852119245,0.3134012196888786,0.3815108987200022,15
random_allocation,patient_balanced_accuracy,0.35643603959393444,0.047118648973625096,0.3325907132052371,0.3802813659826318,15
random_allocation,patient_macro_precision,0.4111607452662,0.1356815010674399,0.34249643191391116,0.47982505861848884,15
random_allocation,patient_macro_recall,0.35643603959393444,0.047118648973625096,0.3325907132052371,0.3802813659826318,15
random_allocation,patient_macro_f1,0.26154132130024105,0.07518673329977399,0.22349158441927464,0.29959105818120746,15
random_allocation,patient_weighted_f1,0.2635887703135367,0.08955500877101731,0.21826768279502778,0.30890985783204566,15
random_allocation,patient_mcc,0.04676147462025373,0.08816451701590745,0.0021440730193938093,0.09137887622111365,15
random_allocation,patient_macro_auroc,0.5063782631046672,0.06467924026633402,0.4736460513728108,0.5391104748365235,15
random_allocation,patient_macro_auprc,0.39580236647623257,0.05793824092283866,0.36648157109507884,0.4251231618573863,15
random_allocation,patient_class_1_sensitivity,0.44676160097212736,0.3431483386310858,0.27310458166799406,0.6204186202762607,15
random_allocation,patient_class_1_specificity,0.5584181718664477,0.3847658683315369,0.3636997766354695,0.7531365670974259,15
random_allocation,patient_class_2_sensitivity,0.2819579397210976,0.3596063453307918,0.09997201986462612,0.4639438595775691,15
random_allocation,patient_class_2_specificity,0.7630254527139411,0.33018767555196016,0.5959274338919456,0.9301234715359366,15
random_allocation,patient_class_3_sensitivity,0.34058857808857806,0.3445994915650309,0.16619717407470477,0.5149799821024513,15
random_allocation,patient_class_3_specificity,0.7137223561322232,0.29266727737730763,0.5656122786072986,0.8618324336571479,15
random_allocation,patient_class_1_precision,0.4917101340827557,0.29126861102009816,0.344307879394925,0.6391123887705864,15
random_allocation,patient_class_1_recall,0.44676160097212736,0.3431483386310858,0.27310458166799406,0.6204186202762607,15
random_allocation,patient_class_1_f1,0.3313482485172092,0.19395407452552424,0.23319394417652933,0.429502552857889,15
random_allocation,patient_class_1_support,16.4,3.5010202594590707,14.628239293809685,18.171760706190312,15
random_allocation,patient_class_2_precision,0.4492202659001077,0.26488024564589807,0.29268604382721297,0.6057544879730025,11
random_allocation,patient_class_2_recall,0.2819579397210976,0.3596063453307918,0.09997201986462612,0.4639438595775691,15
random_allocation,patient_class_2_f1,0.22561083338106386,0.2158106384267705,0.11639558159572425,0.33482608516640344,15
random_allocation,patient_class_2_support,17.8,4.693460496112802,15.424781273229769,20.175218726770233,15
random_allocation,patient_class_3_precision,0.2494681355101352,0.13403351610791805,0.17025938921617512,0.32867688180409527,11
random_allocation,patient_class_3_recall,0.34058857808857806,0.3445994915650309,0.16619717407470477,0.5149799821024513,15
random_allocation,patient_class_3_f1,0.22766488200245008,0.2003804764518344,0.1262583695705833,0.3290713944343169,15
random_allocation,patient_class_3_support,12.4,2.4142434484888695,11.1782242431608,13.6217757568392,15
random_allocation,small_slice_macro_f1,0.2578382921691908,0.0789643500505785,0.21787681744436632,0.29779976689401527,15
random_allocation,medium_slice_macro_f1,0.26680610186982073,0.04632900854299521,0.24336038867480003,0.29025181506484143,15
random_allocation,large_slice_macro_f1,0.2570283061466438,0.10935220788160221,0.2016884535604401,0.31236815873284746,15
proposed_lsa_glqie,slice_accuracy,0.31170069209965867,0.05652078989845936,0.2830972259088057,0.34030415829051164,15
proposed_lsa_glqie,slice_balanced_accuracy,0.33581455958550693,0.015787649716071064,0.32782490647382995,0.3438042126971839,15
proposed_lsa_glqie,slice_macro_precision,0.3213654207741475,0.04121268203972679,0.30050892603167345,0.3422219155166215,15
proposed_lsa_glqie,slice_macro_recall,0.33581455958550693,0.015787649716071064,0.32782490647382995,0.3438042126971839,15
proposed_lsa_glqie,slice_macro_f1,0.2783600462431801,0.05238879285748131,0.2518476590672286,0.3048724334191316,15
proposed_lsa_glqie,slice_weighted_f1,0.28184946478681694,0.07285666690878222,0.24497890419402538,0.3187200253796085,15
proposed_lsa_glqie,slice_mcc,0.00577216180228164,0.024139834588168426,-0.006444280036834962,0.017988603641398242,15
proposed_lsa_glqie,slice_macro_auroc,0.509707083187562,0.014759651138667606,0.5022376691349255,0.5171764972401984,15
proposed_lsa_glqie,slice_macro_auprc,0.3470633320293642,0.011851582287525364,0.3410656038681273,0.3530610601906011,15
proposed_lsa_glqie,slice_class_1_sensitivity,0.4097578235729157,0.26486029380312576,0.2757200213286907,0.5437956258171406,15
proposed_lsa_glqie,slice_class_1_specificity,0.5889282538121111,0.24651638829466205,0.464173748598274,0.7136827590259482,15
proposed_lsa_glqie,slice_class_2_sensitivity,0.28933696389370683,0.251296603249592,0.16216333613940295,0.41651059164801074,15
proposed_lsa_glqie,slice_class_2_specificity,0.7165996490836328,0.24127879663293791,0.5944957309597277,0.8387035672075379,15
proposed_lsa_glqie,slice_class_3_sensitivity,0.3083488912898985,0.15518021467617085,0.22981686737527618,0.38688091520452084,15
proposed_lsa_glqie,slice_class_3_specificity,0.697695135843901,0.1544995321668344,0.6195075848069134,0.7758826868808886,15
proposed_lsa_glqie,slice_class_1_precision,0.2302203942453564,0.08012169270381263,0.1896732233278126,0.2707675651629002,15
proposed_lsa_glqie,slice_class_1_recall,0.4097578235729157,0.26486029380312576,0.2757200213286907,0.5437956258171406,15
proposed_lsa_glqie,slice_class_1_f1,0.2683882300004502,0.10883163664993091,0.21331182280578811,0.32346463719511226,15
proposed_lsa_glqie,slice_class_1_support,141.6,48.59276842141373,117.00866624194612,166.19133375805387,15
proposed_lsa_glqie,slice_class_2_precision,0.4185992044189005,0.17808584012927134,0.3284753346648066,0.5087230741729943,15
proposed_lsa_glqie,slice_class_2_recall,0.28933696389370683,0.251296603249592,0.16216333613940295,0.41651059164801074,15
proposed_lsa_glqie,slice_class_2_f1,0.28708901077861204,0.1749253886611026,0.19856455014247287,0.3756134714147512,15
proposed_lsa_glqie,slice_class_2_support,285.2,96.821042577088,236.2017920327692,334.1982079672308,15
proposed_lsa_glqie,slice_class_3_precision,0.31527666365818546,0.07639850394196233,0.27661368622171423,0.3539396410946567,15
proposed_lsa_glqie,slice_class_3_recall,0.3083488912898985,0.15518021467617085,0.22981686737527618,0.38688091520452084,15
proposed_lsa_glqie,slice_class_3_f1,0.2796028979504782,0.08052605122481,0.23885109338741903,0.32035470251353737,15
proposed_lsa_glqie,slice_class_3_support,186.0,37.981198356179185,166.77886163620894,205.22113836379106,15
proposed_lsa_glqie,patient_accuracy,0.32016651248843664,0.06930355662306144,0.2850940737922528,0.35523895118462046,15
